DOI,Citation_context,Source,file ID,Year,Journal
10.1039/c5nr04361a,"“…Recently, carbon dots (CDs) as a new type of biocompatible carbon based fluorescent nanomaterial have drawn immense attention due to their excellent optical properties, good chemical stability, low toxicity, resistance to photobleaching, and easy functionalization. 14,15 Their numerous applications in bioimaging [16][17][18][19] and biosensing 20,21 have proven CDs to be promising fluorescent bio-probes and superior to traditional organic dyes and semiconductor quantum dots. Therefore, developing a new generation of neuroanatomical retrograde tracers based on CDs is of high importance.…”",Scite,,2015,Nanoscale
10.1039/c5nr04466a,"“…To date, fluorescent carbon dots (CDs) have attracted great attention since they were discovered and used by Sun's group in 2006. [1][2][3] As a novel carbon based nanomaterial discovered after fullerene, carbon nanotubes and graphene, CDs have been widely used for bioimaging, [4][5][6][7] sensing, 8,9 photoelectric devices [10][11][12][13] and catalysis. [14][15][16] CDs are usually smaller than 10 nm, and consist of carbogenic cores and functional groups on their surface.…”",Scite,,2016,Nanoscale
10.1039/c5nr07826a,"“…[37][38][39][40][41] CNPs have been used as highly efficient fluorescent probes for metal ions, 42,43 small biomolecules, 44,45 and proteins detection and in vivo imaging. [46][47][48] CNPs are more superior to traditional organic dyes and semiconductor quantum dots in terms of aqueous solubility, biocompatibility, and easy functionality, which make them fascinating in biosensing and imaging applications. 49,50 Recently, a histidine fluorescence sensor has been developed based on the recovered fluorescence of the carbon quantum dot (CQD)-Hg(II) ion system.…”",Scite,,2016,Nanoscale
10.1039/c6nr00430j,"“…To this end, one emitter of the dual-fluorescence sensor should be sensitive to the analyte, while the other should not respond. [15][16][17] Choosing one stable emitter to avoid the fluorescence being quenched by Cu 2+ is greatly important. Carbon dots (CDs) are an emerging fascinating carbon material, which have many outstanding properties including a green synthesis, impressive watersolubility, good photostability, high biocompatibility and low toxicity, which is excellent for fluorescent detection.…”",Scite,,2016,Nanoscale
10.1039/c6nr01912a,,Scopus citing DOI,155.pdf,2016,Nanoscale
10.1039/c7nr03754f,"“…CDs are highly responsive to the presence of metal ions in solution, whereby many works reported a variation (quenching or enhancement) of their luminescence in presence of different types of ions. [6][7][8][9][10][11][12][13] Depending on the surface structure of CD, these interactions can be very selective and reversible. For instance, Zhang et al reported an interaction between CDs and Fe 3+ ions, and the consequent quenching of CD emission, already at nanomolar iron concentrations, 9 while Zhong et al showed how the fluorescence of CDs is turned off when they contact Cu 2+ ions, and how is turned back on by addition of L-cysteine, which detaches the ions from the dot surface.…”",Scite,,2017,Nanoscale
10.1039/c7nr05613c,,Scopus citing DOI,,2017,Nanoscale
10.1039/C8NR09587F,,Scopus citing DOI,175.pdf,2019,Nanoscale
10.1039/c9nr01809c,,Scopus citing DOI,166.pdf,2019,Nanoscale
10.1039/d0nr00381f,,Scopus citing DOI,195.pdf,2020,Nanoscale
10.1039/c9na00168a,,Scopus citing DOI,16.pdf,2019,Nanoscale Advances
10.1039/c9na00794f,"“…Kong, et al  72  also reported a similar pH sensor based on two-photon fluorescence of C dots, which can detect the pH change at a depth of 65–185 μm in living cells. Zhu, et al  73  reported the development of a nano-hybrid sensor system based on carbon dots and CdSe/ZnS quantum dots with N -(2-aminoethyl)- N , N , N ′-tris(pyridin-2-yl-methyl)ethane-1,2-diamine (AE-TPEA) acting as a recognition molecule. This sensor successfully detected copper( ii ) ions by the quenching of fluorescence.…”",Scite,,2020,Nanoscale Advances
10.1039/d2na00080f,"“…Tian and co-workers designed a hybrid ratiometric probe based on uorescent CNPs with a specic receptor for Cu 2+ ions, i.e., N-(2-aminoethyl)-N,N,N 0 -tris(pyridin-2-ylmethyl) ethane-1,2-diamine (AE-TPEA). 114 In particular, the hybrid system, composed of CdSe and ZnS, mixed with carbon nanoparticles showed two emission bands at 485 nm and 644 nm, using a single excitation wavelength. The functionalization of the CNPs with AE-TPEA led to blue uorescence (485 nm), while the CdSe/ZnS CNPs showed red uorescence (644 nm).…”",Scite,,2022,Nanoscale Advances
10.1038/s41467-024-47549-1,"“…In the past several decades, many methods have been widely used to detect either Cu 2+ or Cu + , such as atomic absorption spectrometry (AAS)  11  , mass spectrometry (MS)  12  , fluorescent methods  13  –  15  , and electrochemical methods  16  . We have designed and developed several ratiometric fluorescent and electrochemical sensors to monitor and accurately quantify either Cu 2+ or Cu + in the live brain or living cells with high selectivity  17  –  20  . However, simultaneous quantitative analysis of Cu + and Cu 2+ is quite difficult.…”",Scite,,2024,Nature Communications
10.1039/c4nj00966e,"“…11 Moreover, C-dots have been developed to act as fluorescent probes for the detection of some anions and cations. 6,[12][13][14][15][16] For example, Huang et al prepared water-soluble C-dots containing surface carboxylate groups to detect phosphate in sewage by using the property of Eu 3+ ions to exhibit higher affinity towards the phosphate group than the carboxylate group. 12 Liu and co-workers developed a fluorescent probe for the detection of fluoride ions in toothpaste based on the competitive ligand reactions between the carboxylate groups on the C-dots and F À ions coordinated to Zr(H 2 O) 2 EDTA.…”",Scite,,2014,New J. Chem.
10.1039/c5nj00170f,,Scopus citing DOI,145.pdf,2015,New Journal of Chemistry
10.1039/c6nj02088g,,Scopus citing DOI,107.pdf,2016,New Journal of Chemistry
10.1039/c7nj02901b,,Scopus citing DOI,132.pdf,2017,New Journal of Chemistry
10.1039/c7nj03015k,,Scopus citing DOI,57.pdf,2017,New Journal of Chemistry
10.1039/c7nj03320f,,Scopus citing DOI,125.pdf,2017,New Journal of Chemistry
10.1039/d0nj01814g,,Scopus citing DOI,202.pdf,2020,New Journal of Chemistry
10.1039/d1nj00961c,,Scopus citing DOI,226.pdf,2021,New Journal of Chemistry
10.1039/d3nj02936k,"“…16,17 In view of the fact that optical imaging has the advantages of good stability, and is cheaper and not dependent on expensive equipment, it can be applied to tumor target imaging, especially some inorganic luminescent nanoprobes. [18][19][20] Unfortunately, in the process of excitation of these luminescent nanoprobes, autofluorescence is inevitably generated due to biological tissue excitation in situ, which seriously reduces the signal to noise ratio and even causes a wrong diagnosis. 21 Interestingly, the persistent luminescence nanoparticles (PLNPs) could solve this problem almost perfectly by sustained shining for several hours after being stimulated.…”",Scite,,2024,New Journal of Chemistry
10.1039/c5cp03498a,"“…The absorption spectrum features a peak focused at 342 nm, which corresponds to the carbonyl or conjugated carbonyl groups. 20,[29][30][31][32] This phenomenon should be attributed to uniform chemical features on the surface of the as-prepared CDs. 28 Interestingly, the fluorescence emission of the CDs is around 418 nm showing no significant change upon different excitation wavelengths (see Fig.…”",Scite,,2015,Physical Chemistry Chemical Physics
10.1039/c5cp03498a,"“…This is quite different from the usually observed excitation-dependent multicolor emissions of CDs prepared by other methods, which usually have broad featureless excitation/absorption spectra at different excitation wavelengths. 20,[29][30][31][32] This phenomenon should be attributed to uniform chemical features on the surface of the as-prepared CDs. 25,33,34 The fluorescence quantum yield of the CDs was estimated to be 54% using a quinine sulphate solution in 0.1 M sulphuric acid (quantum yield 54%) as a reference (see Fig.…”",Scite,,2015,Physical Chemistry Chemical Physics
10.1039/c7cp04548d,,Scopus citing DOI,70.pdf,2017,Physical Chemistry Chemical Physics
10.1039/d0cp00952k,,Scopus citing DOI,6.pdf,2020,Physical Chemistry Chemical Physics
10.1371/journal.pone.0230646,"Carbon dots-based sensors have enormously been used for metallic ions detection such as Hg [31], Cu [32], K [33], Ag [34], and Fe [35].",SemSchol&FB,,2020,PLOS ONE
10.1039/c4py01781a,,Scopus citing DOI,87.pdf,2015,Polymer Chemistry
10.1039/c4ra06371f,"“…Several successful examples have been reported; for instance, some metal ions (such as Cu 2+ , Hg 2+ and Ag + ) were recognized through uorescence changes of CQDs. [20][21][22][23][24][25] However, few reports indicated that CQDs acted as a component of a FRET system to recognize the metal ions.…”",Scite,,2014,RSC Adv.
10.1039/c4ra09525a,"“…3,4 Bottom-up carbonization approaches always contain carbonization of carbohydrate, natural substances and polymers. [5][6][7] The fascinating physical and chemical properties promote a large number of applications in the eld of bioimaging, 8,9 phototherapy, 10 biosensors, 11,12 drug delivery, 13,14 and gene delivery. 15 By contrast, biological behavior of CDs, especially with respect to their cellular uptake mechanism and intracellular distribution, which is the foundation of these biomedical applications, is still not clearly understood.…”",Scite,,2014,RSC Adv.
10.1039/c5ra24805a,"“…The superior tunability of the uorescence colors over the very-broad spectral range is important for the use of the dual-emission NPs as ratiometric probes in highly sensitive detection without background interference from biological medium. 6 Moreover, the adjustable uorescence properties can be fullled using the concentrationcontrolled strategy. As depicted in Fig.…”",Scite,,2016,RSC Advances
10.1039/c5ra24805a,"“…4,5 Ratiometric uorescence detection is mainly based upon dualemission uorescent nanoparticles (NPs), which are generally obtained by combining two different uorophores in one nanoparticle, one uorophore as the reference and another as a signal reporting unit. 6,7 In the past decades, uorescent organic dyes [8][9][10][11] and semiconductor quantum dots (QDs) [12][13][14][15][16][17][18] have been well studied as luminescence elements for the fabrication of ratiometric sensing platforms. Compared with organic dyes, QDs display exceptional advantages in many aspects, such as greater brightness, stronger stability with respect to photobleaching, narrower spectral line-width and size-controlled luminescence properties.…”",Scite,,2016,RSC Advances
10.1039/d0ra06383e,"“…4c and d, respectively. 1 H NMR spectral data revealed that characteristic bands were detected at 1.1 ppm and 1.7 ppm for sp 3 C-H protons. The bands at 3.3-3.9 ppm and 4.7 ppm are typically assigned to protons of the hydroxyl decorative groups and protons attached to carbonyl groups, respectively.…”",Scite,,2020,RSC Advances
10.1039/d0ra06383e,"“…Moreover, a tiny band at 8.4 ppm corresponds to the aromatic or sp 2 protons. The 13 C NMR spectrum showed three characteristic bands for the prepared CQDs at 20.4, 176.1 and 171.4 ppm, which are assigned to C-H sp 3 carbons, C]C sp 2 aromatic carbons and C]O sp 2 carbons, respectively. So, all of the above data from UV-visible absorption spectra, Raman spectra, FT-IR, 1 H NMR and 13 C NMR indicated that the growth of CQDs from alkali hydrolyzed guar gum was successful under hydrothermal conditions through carbonization, cyclization and aromatization.…”",Scite,,2020,RSC Advances
